	product_x	color	size	material	received_date	shipment_date_required	product_y	customer	quantity
569	PE HD 02-CONT. LT.10 70g	Bianco	70g	PE HD 02	2023-04-13	2023-07-12	PE HD 02-LT.10 70g	AMBROSIO VETRI SOC. COOP.	47.0
570	PE HD 02-CONT. LT.10 70g	Bianco	70g	PE HD 02	2023-05-24	2023-06-23	PE HD 02-LT.1 70g	INDUSTRIE PLASTICHE SRL	55.0
571	PE HD 02-CONT. LT.10 70g	Bianco	70g	PE HD 02	2023-07-10	2023-10-08	PE HD 02-LT.5 70g	POLIMERI ITALIANI SRL	53.0
572	PE HD 02-CONT. LT.2 70g	Bianco	70g	PE HD 02	2023-01-28	2023-04-28	PE HD 02-LT.10 70g	CHEMPRODIE SRL	19.0
573	PE HD 02-CONT. LT.2 70g	Bianco	70g	PE HD 02	2023-03-20	2023-03-27	PE HD 02-LT.5 70g	PLASTICA INDUSTRIALE SRL	39.0
574	PE HD 02-CONT. LT.2 70g	Bianco	70g	PE HD 02	2023-04-13	2023-07-12	PE HD 02-LT.10 70g	AMBROSIO VETRI SOC. COOP.	47.0
575	PE HD 02-CONT. LT.2 70g	Bianco	70g	PE HD 02	2023-05-24	2023-06-23	PE HD 02-LT.1 70g	INDUSTRIE PLASTICHE SRL	55.0
576	PE HD 02-CONT. LT.2 70g	Bianco	70g	PE HD 02	2023-07-10	2023-10-08	PE HD 02-LT.5 70g	POLIMERI ITALIANI SRL	53.0
577	PE HD 02-CONT. LT.5 70g	Bianco	70g	PE HD 02	2023-01-28	2023-04-28	PE HD 02-LT.10 70g	CHEMPRODIE SRL	19.0
578	PE HD 02-CONT. LT.5 70g	Bianco	70g	PE HD 02	2023-03-20	2023-03-27	PE HD 02-LT.5 70g	PLASTICA INDUSTRIALE SRL	39.0
579	PE HD 02-CONT. LT.5 70g	Bianco	70g	PE HD 02	2023-04-13	2023-07-12	PE HD 02-LT.10 70g	AMBROSIO VETRI SOC. COOP.	47.0
580	PE HD 02-CONT. LT.5 70g	Bianco	70g	PE HD 02	2023-05-24	2023-06-23	PE HD 02-LT.1 70g	INDUSTRIE PLASTICHE SRL	55.0
581	PE HD 02-CONT. LT.5 70g	Bianco	70g	PE HD 02	2023-07-10	2023-10-08	PE HD 02-LT.5 70g	POLIMERI ITALIANI SRL	53.0
582	PE HD 02-CONT. LT.2 50g	Bianco	50g	PE HD 02	2023-02-06	2023-05-07	PE HD 02-LT.2 50g	POLIMERI ITALIANI SRL	91.0
583	PE HD 02-CONT. LT.2 50g	Bianco	50g	PE HD 02	2023-02-12	2023-05-13	PE HD 02-LT.10 50g	PLASTICA INDUSTRIALE SRL	83.0
584	PE HD 02-CONT. LT.2 50g	Bianco	50g	PE HD 02	2023-03-06	2023-03-13	PE HD 02-LT.5 50g	SINTETICPLAST SPA	49.0
585	PE HD 02-CONT. LT.2 50g	Bianco	50g	PE HD 02	2023-06-17	2023-07-17	PE HD 02-LT.2 50g	PLASTICHEMICAL SPA	90.0
586	PE HD 02-CONT. LT.2 50g	Bianco	50g	PE HD 02	2023-08-03	2023-11-01	PE HD 02-LT.1 50g	PLASTICA INDUSTRIALE SRL	96.0
587	PE HD 02-CONT. LT.2 50g	Rosso	50g	PE HD 02	2023-03-04	2023-04-03	PE HD 02-LT.2 50g	INDUSTRIE PLASTICHE SRL	24.0
588	PE HD 02-CONT. LT.2 50g	Rosso	50g	PE HD 02	2023-04-13	2023-07-12	PE HD 02-LT.5 50g	POLIMERI ITALIANI SRL	81.0
589	PE HD 02-CONT. LT.2 50g	Rosso	50g	PE HD 02	2023-04-16	2023-07-15	PE HD 02-LT.1 50g	PLASTICHEMICAL SPA	34.0
590	PE HD 02-CONT. LT.2 50g	Rosso	50g	PE HD 02	2023-04-21	2023-05-21	PE HD 02-LT.2 50g	POLIMERI ITALIANI SRL	119.0
591	PE HD 02-CONT. LT.2 50g	Rosso	50g	PE HD 02	2023-05-18	2023-06-17	PE HD 02-LT.1 50g	POLIMERI ITALIANI SRL	76.0
592	PE HD 02-CONT. LT.2 50g	Rosso	50g	PE HD 02	2023-09-01	2023-09-08	PE HD 02-LT.2 50g	PLASTICA INDUSTRIALE SRL	82.0
593	PE HD 02-CONT. LT.5 50g	Rosso	50g	PE HD 02	2023-03-04	2023-04-03	PE HD 02-LT.2 50g	INDUSTRIE PLASTICHE SRL	24.0
594	PE HD 02-CONT. LT.5 50g	Rosso	50g	PE HD 02	2023-04-13	2023-07-12	PE HD 02-LT.5 50g	POLIMERI ITALIANI SRL	81.0
595	PE HD 02-CONT. LT.5 50g	Rosso	50g	PE HD 02	2023-04-16	2023-07-15	PE HD 02-LT.1 50g	PLASTICHEMICAL SPA	34.0
596	PE HD 02-CONT. LT.5 50g	Rosso	50g	PE HD 02	2023-04-21	2023-05-21	PE HD 02-LT.2 50g	POLIMERI ITALIANI SRL	119.0
597	PE HD 02-CONT. LT.5 50g	Rosso	50g	PE HD 02	2023-05-18	2023-06-17	PE HD 02-LT.1 50g	POLIMERI ITALIANI SRL	76.0
598	PE HD 02-CONT. LT.5 50g	Rosso	50g	PE HD 02	2023-09-01	2023-09-08	PE HD 02-LT.2 50g	PLASTICA INDUSTRIALE SRL	82.0
599	PE HD 02-CONT. LT.2 55g	Rosso	55g	PE HD 02	2023-02-17	2023-02-24	PE HD 02-LT.2 55g	SINTETICPLAST SPA	17.0
600	PE HD 02-CONT. LT.2 55g	Rosso	55g	PE HD 02	2023-04-22	2023-04-29	PE HD 02-LT.2 55g	INDUSTRIE PLASTICHE SRL	37.0
601	PE HD 02-CONT. LT.2 55g	Rosso	55g	PE HD 02	2023-04-27	2023-07-26	PE HD 02-LT.1 55g	AMBROSIO VETRI SOC. COOP.	96.0
602	PE HD 02-CONT. LT.2 55g	Rosso	55g	PE HD 02	2023-05-02	2023-05-09	PE HD 02-LT.5 55g	POLIMERI ITALIANI SRL	47.0
603	PE HD 02-CONT. LT.2 55g	Rosso	55g	PE HD 02	2023-05-04	2023-06-03	PE HD 02-LT.10 55g	PLASTIMANIA SNC	91.0
604	PE HD 02-CONT. LT.2 55g	Rosso	55g	PE HD 02	2023-05-23	2023-06-22	PE HD 02-LT.2 55g	PLASTICA INDUSTRIALE SRL	12.0
605	PE HD 02-CONT. LT.2 55g	Rosso	55g	PE HD 02	2023-09-24	2023-10-01	PE HD 02-LT.10 55g	PLASTICHEM SRL	20.0
606	PE HD 02-CONT. LT.5 55g	Rosso	55g	PE HD 02	2023-02-17	2023-02-24	PE HD 02-LT.2 55g	SINTETICPLAST SPA	17.0
607	PE HD 02-CONT. LT.5 55g	Rosso	55g	PE HD 02	2023-04-22	2023-04-29	PE HD 02-LT.2 55g	INDUSTRIE PLASTICHE SRL	37.0
608	PE HD 02-CONT. LT.5 55g	Rosso	55g	PE HD 02	2023-04-27	2023-07-26	PE HD 02-LT.1 55g	AMBROSIO VETRI SOC. COOP.	96.0
609	PE HD 02-CONT. LT.5 55g	Rosso	55g	PE HD 02	2023-05-02	2023-05-09	PE HD 02-LT.5 55g	POLIMERI ITALIANI SRL	47.0
610	PE HD 02-CONT. LT.5 55g	Rosso	55g	PE HD 02	2023-05-04	2023-06-03	PE HD 02-LT.10 55g	PLASTIMANIA SNC	91.0
611	PE HD 02-CONT. LT.5 55g	Rosso	55g	PE HD 02	2023-05-23	2023-06-22	PE HD 02-LT.2 55g	PLASTICA INDUSTRIALE SRL	12.0
612	PE HD 02-CONT. LT.5 55g	Rosso	55g	PE HD 02	2023-09-24	2023-10-01	PE HD 02-LT.10 55g	PLASTICHEM SRL	20.0
613	PE HD 02-CONT. LT.5 50g		50g	PE HD 02					
614	PET 01-CONT. LT.1 50g	Verde	50g	PET 01	2023-01-09	2023-01-16	PET 01-LT.1 50g	SINTETICPLAST SPA	44.0
615	PET 01-CONT. LT.1 50g	Verde	50g	PET 01	2023-02-04	2023-05-05	PET 01-LT.2 50g	SINTETICPLAST SPA	112.0
616	PET 01-CONT. LT.1 50g	Verde	50g	PET 01	2023-03-04	2023-04-03	PET 01-LT.2 50g	PLASTICHEMICAL SPA	104.0
617	PET 01-CONT. LT.1 50g	Verde	50g	PET 01	2023-07-12	2023-10-10	PET 01-LT.2 50g	SINTETICPLAST SPA	2.0
618	PET 01-CONT. LT.1 50g	Verde	50g	PET 01	2023-08-25	2023-11-23	PET 01-LT.10 50g	INDUSTRIE PLASTICHE SRL	52.0
619	PET 01-CONT. LT.1 50g	Verde	50g	PET 01	2023-09-08	2023-10-08	PET 01-LT.5 50g	ACETIFICIO ANDREA MILANO SRL	37.0
620	PET 01-CONT. LT.2 50g	Verde	50g	PET 01	2023-01-09	2023-01-16	PET 01-LT.1 50g	SINTETICPLAST SPA	44.0
621	PET 01-CONT. LT.2 50g	Verde	50g	PET 01	2023-02-04	2023-05-05	PET 01-LT.2 50g	SINTETICPLAST SPA	112.0
622	PET 01-CONT. LT.2 50g	Verde	50g	PET 01	2023-03-04	2023-04-03	PET 01-LT.2 50g	PLASTICHEMICAL SPA	104.0
623	PET 01-CONT. LT.2 50g	Verde	50g	PET 01	2023-07-12	2023-10-10	PET 01-LT.2 50g	SINTETICPLAST SPA	2.0
624	PET 01-CONT. LT.2 50g	Verde	50g	PET 01	2023-08-25	2023-11-23	PET 01-LT.10 50g	INDUSTRIE PLASTICHE SRL	52.0
625	PET 01-CONT. LT.2 50g	Verde	50g	PET 01	2023-09-08	2023-10-08	PET 01-LT.5 50g	ACETIFICIO ANDREA MILANO SRL	37.0
626	PET 01-CONT. LT.5 50g	Verde	50g	PET 01	2023-01-09	2023-01-16	PET 01-LT.1 50g	SINTETICPLAST SPA	44.0
627	PET 01-CONT. LT.5 50g	Verde	50g	PET 01	2023-02-04	2023-05-05	PET 01-LT.2 50g	SINTETICPLAST SPA	112.0
628	PET 01-CONT. LT.5 50g	Verde	50g	PET 01	2023-03-04	2023-04-03	PET 01-LT.2 50g	PLASTICHEMICAL SPA	104.0
629	PET 01-CONT. LT.5 50g	Verde	50g	PET 01	2023-07-12	2023-10-10	PET 01-LT.2 50g	SINTETICPLAST SPA	2.0
630	PET 01-CONT. LT.5 50g	Verde	50g	PET 01	2023-08-25	2023-11-23	PET 01-LT.10 50g	INDUSTRIE PLASTICHE SRL	52.0
631	PET 01-CONT. LT.5 50g	Verde	50g	PET 01	2023-09-08	2023-10-08	PET 01-LT.5 50g	ACETIFICIO ANDREA MILANO SRL	37.0
632		Bianco	50g	PET 01	2023-02-18	2023-05-19	PET 01-LT.1 50g	CHEMPRODIE SRL	15.0
633		Bianco	50g	PET 01	2023-04-07	2023-05-07	PET 01-LT.10 50g	POLIMERI ITALIANI SRL	31.0
634		Bianco	50g	PET 01	2023-06-06	2023-07-06	PET 01-LT.5 50g	ACETIFICIO ANDREA MILANO SRL	104.0
635		Bianco	50g	PET 01	2023-07-22	2023-10-20	PET 01-LT.1 50g	PLASTICHEM SRL	107.0
636		Bianco	50g	PET 01	2023-08-19	2023-11-17	PET 01-LT.5 50g	PLASTIMANIA SNC	13.0
637		Bianco	50g	PET 01	2023-09-22	2023-09-29	PET 01-LT.2 50g	PLASTICHEM SRL	46.0
638	PET 01-CONT. LT.10 50g	Bianco	50g	PET 01	2023-02-18	2023-05-19	PET 01-LT.1 50g	CHEMPRODIE SRL	15.0
639	PET 01-CONT. LT.10 50g	Bianco	50g	PET 01	2023-04-07	2023-05-07	PET 01-LT.10 50g	POLIMERI ITALIANI SRL	31.0
640	PET 01-CONT. LT.10 50g	Bianco	50g	PET 01	2023-06-06	2023-07-06	PET 01-LT.5 50g	ACETIFICIO ANDREA MILANO SRL	104.0
641	PET 01-CONT. LT.10 50g	Bianco	50g	PET 01	2023-07-22	2023-10-20	PET 01-LT.1 50g	PLASTICHEM SRL	107.0
642	PET 01-CONT. LT.10 50g	Bianco	50g	PET 01	2023-08-19	2023-11-17	PET 01-LT.5 50g	PLASTIMANIA SNC	13.0
643	PET 01-CONT. LT.10 50g	Bianco	50g	PET 01	2023-09-22	2023-09-29	PET 01-LT.2 50g	PLASTICHEM SRL	46.0
644	PET 01-CONT. LT.5 50g	Bianco	50g	PET 01	2023-02-18	2023-05-19	PET 01-LT.1 50g	CHEMPRODIE SRL	15.0
645	PET 01-CONT. LT.5 50g	Bianco	50g	PET 01	2023-04-07	2023-05-07	PET 01-LT.10 50g	POLIMERI ITALIANI SRL	31.0
646	PET 01-CONT. LT.5 50g	Bianco	50g	PET 01	2023-06-06	2023-07-06	PET 01-LT.5 50g	ACETIFICIO ANDREA MILANO SRL	104.0
647	PET 01-CONT. LT.5 50g	Bianco	50g	PET 01	2023-07-22	2023-10-20	PET 01-LT.1 50g	PLASTICHEM SRL	107.0
648	PET 01-CONT. LT.5 50g	Bianco	50g	PET 01	2023-08-19	2023-11-17	PET 01-LT.5 50g	PLASTIMANIA SNC	13.0
649	PET 01-CONT. LT.5 50g	Bianco	50g	PET 01	2023-09-22	2023-09-29	PET 01-LT.2 50g	PLASTICHEM SRL	46.0
650	PET 01-CONT. LT.1 50g	Nero	50g	PET 01	2023-03-19	2023-06-17	PET 01-LT.2 50g	PLASTICHEMICAL SPA	59.0
651	PET 01-CONT. LT.5 50g	Nero	50g	PET 01	2023-03-19	2023-06-17	PET 01-LT.2 50g	PLASTICHEMICAL SPA	59.0
652	PET 01-CONT. LT.1 50g	Rosso	50g	PET 01	2023-01-24	2023-01-31	PET 01-LT.1 50g	ACETIFICIO ANDREA MILANO SRL	117.0
653	PET 01-CONT. LT.1 50g	Rosso	50g	PET 01	2023-09-14	2023-09-21	PET 01-LT.1 50g	ACETIFICIO ANDREA MILANO SRL	90.0
654	PET 01-CONT. LT.1 50g	Rosso	50g	PET 01	2023-09-28	2023-10-28	PET 01-LT.2 50g	ACETIFICIO ANDREA MILANO SRL	109.0
655	PET 01-CONT. LT.10 50g	Rosso	50g	PET 01	2023-01-24	2023-01-31	PET 01-LT.1 50g	ACETIFICIO ANDREA MILANO SRL	117.0
656	PET 01-CONT. LT.10 50g	Rosso	50g	PET 01	2023-09-14	2023-09-21	PET 01-LT.1 50g	ACETIFICIO ANDREA MILANO SRL	90.0
657	PET 01-CONT. LT.10 50g	Rosso	50g	PET 01	2023-09-28	2023-10-28	PET 01-LT.2 50g	ACETIFICIO ANDREA MILANO SRL	109.0
658		Rosso	50g	PET 01	2023-01-24	2023-01-31	PET 01-LT.1 50g	ACETIFICIO ANDREA MILANO SRL	117.0
659		Rosso	50g	PET 01	2023-09-14	2023-09-21	PET 01-LT.1 50g	ACETIFICIO ANDREA MILANO SRL	90.0
660		Rosso	50g	PET 01	2023-09-28	2023-10-28	PET 01-LT.2 50g	ACETIFICIO ANDREA MILANO SRL	109.0
661	PET 01-CONT. LT.1 55g	Verde	55g	PET 01	2023-02-18	2023-03-20	PET 01-LT.1 55g	AMBROSIO VETRI SOC. COOP.	38.0
662	PET 01-CONT. LT.1 55g	Verde	55g	PET 01	2023-03-11	2023-06-09	PET 01-LT.10 55g	PLASTICHEM SRL	45.0
663	PET 01-CONT. LT.1 55g	Verde	55g	PET 01	2023-04-14	2023-04-21	PET 01-LT.1 55g	SINTETICPLAST SPA	26.0
664	PET 01-CONT. LT.1 55g	Verde	55g	PET 01	2023-08-25	2023-09-24	PET 01-LT.5 55g	SINTETICPLAST SPA	98.0
665	PET 01-CONT. LT.1 55g	Verde	55g	PET 01	2023-09-24	2023-10-01	PET 01-LT.1 55g	PLASTICHEMICAL SPA	60.0
666	PET 01-CONT. LT.10 55g	Verde	55g	PET 01	2023-02-18	2023-03-20	PET 01-LT.1 55g	AMBROSIO VETRI SOC. COOP.	38.0
667	PET 01-CONT. LT.10 55g	Verde	55g	PET 01	2023-03-11	2023-06-09	PET 01-LT.10 55g	PLASTICHEM SRL	45.0
668	PET 01-CONT. LT.10 55g	Verde	55g	PET 01	2023-04-14	2023-04-21	PET 01-LT.1 55g	SINTETICPLAST SPA	26.0
669	PET 01-CONT. LT.10 55g	Verde	55g	PET 01	2023-08-25	2023-09-24	PET 01-LT.5 55g	SINTETICPLAST SPA	98.0
670	PET 01-CONT. LT.10 55g	Verde	55g	PET 01	2023-09-24	2023-10-01	PET 01-LT.1 55g	PLASTICHEMICAL SPA	60.0
671	PET 01-CONT. LT.2 55g	Verde	55g	PET 01	2023-02-18	2023-03-20	PET 01-LT.1 55g	AMBROSIO VETRI SOC. COOP.	38.0
672	PET 01-CONT. LT.2 55g	Verde	55g	PET 01	2023-03-11	2023-06-09	PET 01-LT.10 55g	PLASTICHEM SRL	45.0
673	PET 01-CONT. LT.2 55g	Verde	55g	PET 01	2023-04-14	2023-04-21	PET 01-LT.1 55g	SINTETICPLAST SPA	26.0
674	PET 01-CONT. LT.2 55g	Verde	55g	PET 01	2023-08-25	2023-09-24	PET 01-LT.5 55g	SINTETICPLAST SPA	98.0
675	PET 01-CONT. LT.2 55g	Verde	55g	PET 01	2023-09-24	2023-10-01	PET 01-LT.1 55g	PLASTICHEMICAL SPA	60.0
676	PET 01-CONT. LT.1 60g	Nero	60g	PET 01	2023-05-03	2023-05-10	PET 01-LT.1 60g	POLIMERI ITALIANI SRL	63.0
677	PET 01-CONT. LT.1 60g	Nero	60g	PET 01	2023-07-02	2023-07-09	PET 01-LT.5 60g	PLASTICHEMICAL SPA	98.0
678	PET 01-CONT. LT.1 60g	Nero	60g	PET 01	2023-07-26	2023-08-25	PET 01-LT.10 60g	CHEMPRODIE SRL	6.0
679	PET 01-CONT. LT.10 60g	Nero	60g	PET 01	2023-05-03	2023-05-10	PET 01-LT.1 60g	POLIMERI ITALIANI SRL	63.0
680	PET 01-CONT. LT.10 60g	Nero	60g	PET 01	2023-07-02	2023-07-09	PET 01-LT.5 60g	PLASTICHEMICAL SPA	98.0
681	PET 01-CONT. LT.10 60g	Nero	60g	PET 01	2023-07-26	2023-08-25	PET 01-LT.10 60g	CHEMPRODIE SRL	6.0
682	PET 01-CONT. LT.2 60g	Nero	60g	PET 01	2023-05-03	2023-05-10	PET 01-LT.1 60g	POLIMERI ITALIANI SRL	63.0
683	PET 01-CONT. LT.2 60g	Nero	60g	PET 01	2023-07-02	2023-07-09	PET 01-LT.5 60g	PLASTICHEMICAL SPA	98.0
684	PET 01-CONT. LT.2 60g	Nero	60g	PET 01	2023-07-26	2023-08-25	PET 01-LT.10 60g	CHEMPRODIE SRL	6.0
685	PET 01-CONT. LT.5 60g	Nero	60g	PET 01	2023-05-03	2023-05-10	PET 01-LT.1 60g	POLIMERI ITALIANI SRL	63.0
686	PET 01-CONT. LT.5 60g	Nero	60g	PET 01	2023-07-02	2023-07-09	PET 01-LT.5 60g	PLASTICHEMICAL SPA	98.0
687	PET 01-CONT. LT.5 60g	Nero	60g	PET 01	2023-07-26	2023-08-25	PET 01-LT.10 60g	CHEMPRODIE SRL	6.0
688	PET 01-CONT. LT.1 60g	Blu	60g	PET 01					
689	PET 01-CONT. LT.10 60g	Blu	60g	PET 01					
690	PET 01-CONT. LT.5 60g	Blu	60g	PET 01					
691	PET 01-CONT. LT.1 60g	Bianco	60g	PET 01	2023-01-03	2023-02-02	PET 01-LT.5 60g	CHEMPRODIE SRL	52.0
692	PET 01-CONT. LT.1 60g	Bianco	60g	PET 01	2023-01-15	2023-04-15	PET 01-LT.1 60g	INDUSTRIE PLASTICHE SRL	58.0
693	PET 01-CONT. LT.1 60g	Bianco	60g	PET 01	2023-03-21	2023-03-28	PET 01-LT.5 60g	CHEMPRODIE SRL	50.0
694	PET 01-CONT. LT.1 60g	Bianco	60g	PET 01	2023-05-06	2023-06-05	PET 01-LT.5 60g	AMBROSIO VETRI SOC. COOP.	4.0
695	PET 01-CONT. LT.1 60g	Bianco	60g	PET 01	2023-08-13	2023-09-12	PET 01-LT.2 60g	INDUSTRIE PLASTICHE SRL	16.0
696	PET 01-CONT. LT.10 60g	Bianco	60g	PET 01	2023-01-03	2023-02-02	PET 01-LT.5 60g	CHEMPRODIE SRL	52.0
697	PET 01-CONT. LT.10 60g	Bianco	60g	PET 01	2023-01-15	2023-04-15	PET 01-LT.1 60g	INDUSTRIE PLASTICHE SRL	58.0
698	PET 01-CONT. LT.10 60g	Bianco	60g	PET 01	2023-03-21	2023-03-28	PET 01-LT.5 60g	CHEMPRODIE SRL	50.0
699	PET 01-CONT. LT.10 60g	Bianco	60g	PET 01	2023-05-06	2023-06-05	PET 01-LT.5 60g	AMBROSIO VETRI SOC. COOP.	4.0
700	PET 01-CONT. LT.10 60g	Bianco	60g	PET 01	2023-08-13	2023-09-12	PET 01-LT.2 60g	INDUSTRIE PLASTICHE SRL	16.0
701		Bianco	60g	PET 01	2023-01-03	2023-02-02	PET 01-LT.5 60g	CHEMPRODIE SRL	52.0
702		Bianco	60g	PET 01	2023-01-15	2023-04-15	PET 01-LT.1 60g	INDUSTRIE PLASTICHE SRL	58.0
703		Bianco	60g	PET 01	2023-03-21	2023-03-28	PET 01-LT.5 60g	CHEMPRODIE SRL	50.0
704		Bianco	60g	PET 01	2023-05-06	2023-06-05	PET 01-LT.5 60g	AMBROSIO VETRI SOC. COOP.	4.0
705		Bianco	60g	PET 01	2023-08-13	2023-09-12	PET 01-LT.2 60g	INDUSTRIE PLASTICHE SRL	16.0
706	PET 01-CONT. LT.1 65g	Blu	65g	PET 01					
707	PET 01-CONT. LT.10 65g	Blu	65g	PET 01					
708	PET 01-CONT. LT.2 65g	Blu	65g	PET 01					
709	PET 01-CONT. LT.5 65g	Blu	65g	PET 01					
710	PET 01-CONT. LT.1 65g	Bianco	65g	PET 01	2023-04-03	2023-04-10	PET 01-LT.10 65g	PLASTICA INDUSTRIALE SRL	78.0
711	PET 01-CONT. LT.1 65g	Bianco	65g	PET 01	2023-04-10	2023-05-10	PET 01-LT.2 65g	PLASTIMANIA SNC	16.0
712	PET 01-CONT. LT.1 65g	Bianco	65g	PET 01	2023-05-10	2023-06-09	PET 01-LT.1 65g	POLIMERI ITALIANI SRL	116.0
713	PET 01-CONT. LT.1 65g	Bianco	65g	PET 01	2023-05-12	2023-08-10	PET 01-LT.2 65g	ACETIFICIO ANDREA MILANO SRL	93.0
714	PET 01-CONT. LT.1 65g	Bianco	65g	PET 01	2023-07-04	2023-07-11	PET 01-LT.5 65g	PLASTICA INDUSTRIALE SRL	27.0
715	PET 01-CONT. LT.1 65g	Bianco	65g	PET 01	2023-07-14	2023-07-21	PET 01-LT.10 65g	CHEMPRODIE SRL	102.0
716	PET 01-CONT. LT.1 65g	Bianco	65g	PET 01	2023-08-23	2023-09-22	PET 01-LT.2 65g	PLASTICA INDUSTRIALE SRL	43.0
717		Bianco	65g	PET 01	2023-04-03	2023-04-10	PET 01-LT.10 65g	PLASTICA INDUSTRIALE SRL	78.0
718		Bianco	65g	PET 01	2023-04-10	2023-05-10	PET 01-LT.2 65g	PLASTIMANIA SNC	16.0
719		Bianco	65g	PET 01	2023-05-10	2023-06-09	PET 01-LT.1 65g	POLIMERI ITALIANI SRL	116.0
720		Bianco	65g	PET 01	2023-05-12	2023-08-10	PET 01-LT.2 65g	ACETIFICIO ANDREA MILANO SRL	93.0
721		Bianco	65g	PET 01	2023-07-04	2023-07-11	PET 01-LT.5 65g	PLASTICA INDUSTRIALE SRL	27.0
722		Bianco	65g	PET 01	2023-07-14	2023-07-21	PET 01-LT.10 65g	CHEMPRODIE SRL	102.0
723		Bianco	65g	PET 01	2023-08-23	2023-09-22	PET 01-LT.2 65g	PLASTICA INDUSTRIALE SRL	43.0
724	PET 01-CONT. LT.1 65g	Nero	65g	PET 01	2023-05-17	2023-05-24	PET 01-LT.1 65g	PLASTICHEM SRL	57.0
725	PET 01-CONT. LT.1 65g	Nero	65g	PET 01	2023-06-20	2023-06-27	PET 01-LT.1 65g	AMBROSIO VETRI SOC. COOP.	29.0
726	PET 01-CONT. LT.1 65g	Nero	65g	PET 01	2023-07-24	2023-07-31	PET 01-LT.5 65g	INDUSTRIE PLASTICHE SRL	43.0
727	PET 01-CONT. LT.1 65g	Nero	65g	PET 01	2023-09-09	2023-09-16	PET 01-LT.2 65g	POLIMERI ITALIANI SRL	99.0
728	PET 01-CONT. LT.10 65g	Nero	65g	PET 01	2023-05-17	2023-05-24	PET 01-LT.1 65g	PLASTICHEM SRL	57.0
729	PET 01-CONT. LT.10 65g	Nero	65g	PET 01	2023-06-20	2023-06-27	PET 01-LT.1 65g	AMBROSIO VETRI SOC. COOP.	29.0
730	PET 01-CONT. LT.10 65g	Nero	65g	PET 01	2023-07-24	2023-07-31	PET 01-LT.5 65g	INDUSTRIE PLASTICHE SRL	43.0
731	PET 01-CONT. LT.10 65g	Nero	65g	PET 01	2023-09-09	2023-09-16	PET 01-LT.2 65g	POLIMERI ITALIANI SRL	99.0
732	PET 01-CONT. LT.2 65g	Nero	65g	PET 01	2023-05-17	2023-05-24	PET 01-LT.1 65g	PLASTICHEM SRL	57.0
733	PET 01-CONT. LT.2 65g	Nero	65g	PET 01	2023-06-20	2023-06-27	PET 01-LT.1 65g	AMBROSIO VETRI SOC. COOP.	29.0
734	PET 01-CONT. LT.2 65g	Nero	65g	PET 01	2023-07-24	2023-07-31	PET 01-LT.5 65g	INDUSTRIE PLASTICHE SRL	43.0
735	PET 01-CONT. LT.2 65g	Nero	65g	PET 01	2023-09-09	2023-09-16	PET 01-LT.2 65g	POLIMERI ITALIANI SRL	99.0
736	PET 01-CONT. LT.5 65g	Nero	65g	PET 01	2023-05-17	2023-05-24	PET 01-LT.1 65g	PLASTICHEM SRL	57.0
737	PET 01-CONT. LT.5 65g	Nero	65g	PET 01	2023-06-20	2023-06-27	PET 01-LT.1 65g	AMBROSIO VETRI SOC. COOP.	29.0
738	PET 01-CONT. LT.5 65g	Nero	65g	PET 01	2023-07-24	2023-07-31	PET 01-LT.5 65g	INDUSTRIE PLASTICHE SRL	43.0
739	PET 01-CONT. LT.5 65g	Nero	65g	PET 01	2023-09-09	2023-09-16	PET 01-LT.2 65g	POLIMERI ITALIANI SRL	99.0
740	PET 01-CONT. LT.1 65g	Verde	65g	PET 01	2023-03-25	2023-06-23	PET 01-LT.5 65g	PLASTICA INDUSTRIALE SRL	55.0
741	PET 01-CONT. LT.1 65g	Verde	65g	PET 01	2023-05-07	2023-08-05	PET 01-LT.5 65g	PLASTICHEMICAL SPA	25.0
742	PET 01-CONT. LT.1 65g	Verde	65g	PET 01	2023-07-08	2023-07-15	PET 01-LT.2 65g	POLIMERI ITALIANI SRL	58.0
743	PET 01-CONT. LT.1 65g	Verde	65g	PET 01	2023-09-03	2023-10-03	PET 01-LT.10 65g	CHEMPRODIE SRL	13.0
744		Verde	65g	PET 01	2023-03-25	2023-06-23	PET 01-LT.5 65g	PLASTICA INDUSTRIALE SRL	55.0
745		Verde	65g	PET 01	2023-05-07	2023-08-05	PET 01-LT.5 65g	PLASTICHEMICAL SPA	25.0
746		Verde	65g	PET 01	2023-07-08	2023-07-15	PET 01-LT.2 65g	POLIMERI ITALIANI SRL	58.0
747		Verde	65g	PET 01	2023-09-03	2023-10-03	PET 01-LT.10 65g	CHEMPRODIE SRL	13.0
748	PET 01-CONT. LT.1 70g	Nero	70g	PET 01	2023-01-09	2023-02-08	PET 01-LT.10 70g	POLIMERI ITALIANI SRL	114.0
749	PET 01-CONT. LT.1 70g	Nero	70g	PET 01	2023-02-21	2023-03-23	PET 01-LT.5 70g	PLASTICHEM SRL	85.0
750	PET 01-CONT. LT.1 70g	Nero	70g	PET 01	2023-03-10	2023-04-09	PET 01-LT.10 70g	PLASTICHEMICAL SPA	63.0
751	PET 01-CONT. LT.1 70g	Nero	70g	PET 01	2023-06-08	2023-09-06	PET 01-LT.2 70g	PLASTICHEM SRL	21.0
752	PET 01-CONT. LT.1 70g	Nero	70g	PET 01	2023-08-01	2023-08-08	PET 01-LT.2 70g	POLIMERI ITALIANI SRL	59.0
